,State,County,URL
226,California,San Benito,"https://en.wikipedia.org/wiki/San_Benito_County,_California"
227,California,San Bernardino,"https://en.wikipedia.org/wiki/San_Bernardino_County,_California"
228,California,San Diego,"https://en.wikipedia.org/wiki/San_Diego_County,_California"
229,California,"San Francisco, City and County of[k]",https://en.wikipedia.org/wiki/San_Francisco
230,California,San Joaquin,"https://en.wikipedia.org/wiki/San_Joaquin_County,_California"
231,California,San Luis Obispo,"https://en.wikipedia.org/wiki/San_Luis_Obispo_County,_California"
232,California,San Mateo,"https://en.wikipedia.org/wiki/San_Mateo_County,_California"
233,California,Santa Barbara,"https://en.wikipedia.org/wiki/Santa_Barbara_County,_California"
234,California,Santa Clara,"https://en.wikipedia.org/wiki/Santa_Clara_County,_California"
235,California,Santa Cruz,"https://en.wikipedia.org/wiki/Santa_Cruz_County,_California"
236,California,Shasta,"https://en.wikipedia.org/wiki/Shasta_County,_California"
237,California,Sierra,"https://en.wikipedia.org/wiki/Sierra_County,_California"
238,California,Siskiyou,"https://en.wikipedia.org/wiki/Siskiyou_County,_California"
239,California,Solano,"https://en.wikipedia.org/wiki/Solano_County,_California"
240,California,Sonoma,"https://en.wikipedia.org/wiki/Sonoma_County,_California"
241,California,Stanislaus,"https://en.wikipedia.org/wiki/Stanislaus_County,_California"
242,California,Sutter,"https://en.wikipedia.org/wiki/Sutter_County,_California"
243,California,Tehama,"https://en.wikipedia.org/wiki/Tehama_County,_California"
244,California,Trinity,"https://en.wikipedia.org/wiki/Trinity_County,_California"
245,California,Tulare,"https://en.wikipedia.org/wiki/Tulare_County,_California"
246,California,Tuolumne,"https://en.wikipedia.org/wiki/Tuolumne_County,_California"
247,California,Ventura,"https://en.wikipedia.org/wiki/Ventura_County,_California"
248,California,Yolo,"https://en.wikipedia.org/wiki/Yolo_County,_California"
249,California,Yuba,"https://en.wikipedia.org/wiki/Yuba_County,_California"
250,Colorado,Adams,"https://en.wikipedia.org/wiki/Adams_County,_Colorado"
251,Colorado,Alamosa,"https://en.wikipedia.org/wiki/Alamosa_County,_Colorado"
252,Colorado,Arapahoe,"https://en.wikipedia.org/wiki/Arapahoe_County,_Colorado"
253,Colorado,Archuleta,"https://en.wikipedia.org/wiki/Archuleta_County,_Colorado"
254,Colorado,Baca,"https://en.wikipedia.org/wiki/Baca_County,_Colorado"
255,Colorado,Bent,"https://en.wikipedia.org/wiki/Bent_County,_Colorado"
256,Colorado,Boulder,"https://en.wikipedia.org/wiki/Boulder_County,_Colorado"
257,Colorado,"Broomfield, City and County of[l]","https://en.wikipedia.org/wiki/Broomfield,_Colorado"
258,Colorado,Chaffee,"https://en.wikipedia.org/wiki/Chaffee_County,_Colorado"
259,Colorado,Cheyenne,"https://en.wikipedia.org/wiki/Cheyenne_County,_Colorado"
260,Colorado,Clear Creek,"https://en.wikipedia.org/wiki/Clear_Creek_County,_Colorado"
261,Colorado,Conejos,"https://en.wikipedia.org/wiki/Conejos_County,_Colorado"
262,Colorado,Costilla,"https://en.wikipedia.org/wiki/Costilla_County,_Colorado"
263,Colorado,Crowley,"https://en.wikipedia.org/wiki/Crowley_County,_Colorado"
264,Colorado,Custer,"https://en.wikipedia.org/wiki/Custer_County,_Colorado"
265,Colorado,Delta,"https://en.wikipedia.org/wiki/Delta_County,_Colorado"
266,Colorado,"Denver, City and County of[m]",https://en.wikipedia.org/wiki/Denver
267,Colorado,Dolores,"https://en.wikipedia.org/wiki/Dolores_County,_Colorado"
268,Colorado,Douglas,"https://en.wikipedia.org/wiki/Douglas_County,_Colorado"
269,Colorado,Eagle,"https://en.wikipedia.org/wiki/Eagle_County,_Colorado"
270,Colorado,Elbert,"https://en.wikipedia.org/wiki/Elbert_County,_Colorado"
271,Colorado,El Paso,"https://en.wikipedia.org/wiki/El_Paso_County,_Colorado"
272,Colorado,Fremont,"https://en.wikipedia.org/wiki/Fremont_County,_Colorado"
273,Colorado,Garfield,"https://en.wikipedia.org/wiki/Garfield_County,_Colorado"
274,Colorado,Gilpin,"https://en.wikipedia.org/wiki/Gilpin_County,_Colorado"
275,Colorado,Grand,"https://en.wikipedia.org/wiki/Grand_County,_Colorado"
276,Colorado,Gunnison,"https://en.wikipedia.org/wiki/Gunnison_County,_Colorado"
277,Colorado,Hinsdale,"https://en.wikipedia.org/wiki/Hinsdale_County,_Colorado"
278,Colorado,Huerfano,"https://en.wikipedia.org/wiki/Huerfano_County,_Colorado"
279,Colorado,Jackson,"https://en.wikipedia.org/wiki/Jackson_County,_Colorado"
280,Colorado,Jefferson,"https://en.wikipedia.org/wiki/Jefferson_County,_Colorado"
281,Colorado,Kiowa,"https://en.wikipedia.org/wiki/Kiowa_County,_Colorado"
282,Colorado,Kit Carson,"https://en.wikipedia.org/wiki/Kit_Carson_County,_Colorado"
283,Colorado,Lake,"https://en.wikipedia.org/wiki/Lake_County,_Colorado"
284,Colorado,La Plata,"https://en.wikipedia.org/wiki/La_Plata_County,_Colorado"
285,Colorado,Larimer,"https://en.wikipedia.org/wiki/Larimer_County,_Colorado"
286,Colorado,Las Animas,"https://en.wikipedia.org/wiki/Las_Animas_County,_Colorado"
287,Colorado,Lincoln,"https://en.wikipedia.org/wiki/Lincoln_County,_Colorado"
288,Colorado,Logan,"https://en.wikipedia.org/wiki/Logan_County,_Colorado"
289,Colorado,Mesa,"https://en.wikipedia.org/wiki/Mesa_County,_Colorado"
290,Colorado,Mineral,"https://en.wikipedia.org/wiki/Mineral_County,_Colorado"
291,Colorado,Moffat,"https://en.wikipedia.org/wiki/Moffat_County,_Colorado"
292,Colorado,Montezuma,"https://en.wikipedia.org/wiki/Montezuma_County,_Colorado"
293,Colorado,Montrose,"https://en.wikipedia.org/wiki/Montrose_County,_Colorado"
294,Colorado,Morgan,"https://en.wikipedia.org/wiki/Morgan_County,_Colorado"
295,Colorado,Otero,"https://en.wikipedia.org/wiki/Otero_County,_Colorado"
296,Colorado,Ouray,"https://en.wikipedia.org/wiki/Ouray_County,_Colorado"
297,Colorado,Park,"https://en.wikipedia.org/wiki/Park_County,_Colorado"
298,Colorado,Phillips,"https://en.wikipedia.org/wiki/Phillips_County,_Colorado"
299,Colorado,Pitkin,"https://en.wikipedia.org/wiki/Pitkin_County,_Colorado"
300,Colorado,Prowers,"https://en.wikipedia.org/wiki/Prowers_County,_Colorado"
301,Colorado,Pueblo,"https://en.wikipedia.org/wiki/Pueblo_County,_Colorado"
