"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
ID-009,"Benewah County",52.1,128,6.7,45.4
ID-011,"Bingham County",48.1,109,3.0,45.1
ID-013,"Blaine County",47.0,115,3.7,43.3
ID-015,"Boise County",48.5,119,3.8,44.7
ID-017,"Bonner County",49.4,128,6.4,43
ID-019,"Bonneville County",45.8,111,2.9,42.9
ID-021,"Boundary County",47.3,128,6.6,40.7
ID-023,"Butte County",45.8,113,3.1,42.7
ID-025,"Camas County",47.7,125,5.2,42.5
ID-027,"Canyon County",55.2,118,3.7,51.5
ID-029,"Caribou County",45.4,105,2.7,42.7
ID-031,"Cassia County",49.8,111,3.3,46.5
ID-033,"Clark County",44.4,112,3.4,41
ID-035,"Clearwater County",49.8,126,5.8,44
ID-037,"Custer County",42.6,114,3.4,39.2
ID-039,"Elmore County",51.9,119,4.4,47.5
ID-041,"Franklin County",48.2,116,3.5,44.7
ID-043,"Fremont County",43.7,105,2.7,41
ID-045,"Gem County",53.3,117,3.7,49.6
ID-047,"Gooding County",53.7,120,4.4,49.3
ID-049,"Idaho County",46.0,122,3.8,42.2
ID-051,"Jefferson County",47.8,118,3.7,44.1
ID-053,"Jerome County",51.7,111,3.0,48.7
ID-055,"Kootenai County",52.6,128,7.4,45.2
ID-057,"Latah County",52.7,127,6.5,46.2
ID-059,"Lemhi County",44.2,122,4.4,39.8
ID-061,"Lewis County",51.4,124,5.2,46.2
ID-063,"Lincoln County",50.0,112,3.0,47
ID-065,"Madison County",46.5,109,2.8,43.7
ID-067,"Minidoka County",49.5,109,2.8,46.7
ID-069,"Nez Perce County",54.6,126,5.7,48.9
ID-071,"Oneida County",50.1,117,3.8,46.3
ID-073,"Owyhee County",51.5,118,3.5,48
ID-075,"Payette County",54.9,122,4.0,50.9
ID-077,"Power County",48.9,109,2.7,46.2
ID-079,"Shoshone County",49.4,128,6.6,42.8
ID-081,"Teton County",42.8,96,1.8,41
ID-083,"Twin Falls County",51.1,111,3.1,48
ID-085,"Valley County",44.1,121,4.0,40.1
ID-087,"Washington County",54.0,125,5.5,48.5
IL-001,"Adams County",53.5,33,-2.0,55.5
IL-003,"Alexander County",57.6,42,-1.2,58.8
IL-005,"Bond County",54.7,32,-1.9,56.6
IL-007,"Boone County",50.3,53,-0.7,51
IL-009,"Brown County",52.9,28,-2.3,55.2
IL-011,"Bureau County",51.4,47,-1.1,52.5
IL-013,"Calhoun County",54.9,39,-1.6,56.5
IL-015,"Carroll County",50.0,46,-1.0,51
IL-017,"Cass County",52.4,22,-2.8,55.2
IL-019,"Champaign County",52.9,45,-1.1,54
IL-021,"Christian County",53.5,36,-1.8,55.3
IL-023,"Clark County",54.7,52,-0.6,55.3
IL-025,"Clay County",55.3,47,-1.0,56.3
IL-027,"Clinton County",55.5,38,-1.6,57.1
IL-029,"Coles County",54.2,50,-0.8,55
IL-031,"Cook County",52.5,60,-0.1,52.6
IL-033,"Crawford County",55.6,55,-0.5,56.1
IL-035,"Cumberland County",54.7,52,-0.8,55.5
IL-037,"DeKalb County",50.6,48,-0.9,51.5
IL-039,"De Witt County",52.9,45,-1.0,53.9
IL-041,"Douglas County",53.5,45,-1.0,54.5
IL-043,"DuPage County",52.0,57,-0.1,52.1
IL-045,"Edgar County",53.5,42,-1.1,54.6
IL-047,"Edwards County",56.6,53,-0.5,57.1
IL-049,"Effingham County",54.6,42,-1.1,55.7
IL-051,"Fayette County",54.5,38,-1.6,56.1
IL-053,"Ford County",52.9,57,-0.4,53.3
IL-055,"Franklin County",55.4,29,-2.0,57.4
IL-057,"Fulton County",52.9,40,-1.7,54.6
IL-059,"Gallatin County",56.8,39,-1.4,58.2
IL-061,"Greene County",53.7,24,-2.6,56.3
IL-063,"Grundy County",52.3,55,-0.5,52.8
IL-065,"Hamilton County",56.1,43,-1.3,57.4
IL-067,"Hancock County",52.5,27,-2.5,55
IL-069,"Hardin County",57.1,39,-1.4,58.5
IL-071,"Henderson County",52.2,38,-1.9,54.1
IL-073,"Henry County",51.5,45,-1.3,52.8
IL-075,"Iroquois County",52.7,53,-0.4,53.1
IL-077,"Jackson County",55.3,28,-2.2,57.5
IL-079,"Jasper County",55.2,50,-0.8,56
IL-081,"Jefferson County",55.5,35,-1.7,57.2
IL-083,"Jersey County",54.8,31,-2.0,56.8
IL-085,"Jo Daviess County",49.6,48,-1.0,50.6
IL-087,"Johnson County",56.8,37,-1.3,58.1
IL-089,"Kane County",51.1,53,-0.5,51.6
IL-091,"Kankakee County",52.4,53,-0.3,52.7
IL-093,"Kendall County",51.8,52,-0.7,52.5
IL-095,"Knox County",51.8,42,-1.5,53.3
IL-097,"Lake County",51.2,59,-0.5,51.7
IL-099,"LaSalle County",51.5,49,-1.1,52.6
IL-101,"Lawrence County",56.5,58,-0.2,56.7
IL-103,"Lee County",50.8,50,-0.9,51.7
IL-105,"Livingston County",52.9,59,-0.1,53
IL-107,"Logan County",53.0,36,-1.6,54.6
IL-109,"McDonough County",52.1,30,-2.3,54.4
IL-111,"McHenry County",50.4,55,-0.6,51
IL-113,"McLean County",52.8,52,-0.4,53.2
IL-115,"Macon County",53.4,39,-1.3,54.7
IL-117,"Macoupin County",53.6,26,-2.4,56
IL-119,"Madison County",55.2,32,-2.1,57.3
IL-121,"Marion County",55.1,40,-1.5,56.6
IL-123,"Marshall County",52.5,51,-0.8,53.3
IL-125,"Mason County",53.0,30,-2.1,55.1
IL-127,"Massac County",58.0,48,-0.8,58.8
IL-129,"Menard County",52.4,22,-2.7,55.1
IL-131,"Mercer County",52.0,46,-1.4,53.4
IL-133,"Monroe County",56.4,38,-1.3,57.7
IL-135,"Montgomery County",53.7,28,-2.1,55.8
IL-137,"Morgan County",52.5,24,-2.7,55.2
IL-139,"Moultrie County",53.6,42,-1.3,54.9
IL-141,"Ogle County",50.4,48,-0.8,51.2
IL-143,"Peoria County",53.1,48,-0.7,53.8
IL-145,"Perry County",55.2,29,-2.1,57.3
IL-147,"Piatt County",53.1,44,-1.1,54.2
IL-149,"Pike County",53.8,35,-2.0,55.8
IL-151,"Pope County",57.2,40,-1.2,58.4
IL-153,"Pulaski County",57.6,38,-1.3,58.9
IL-155,"Putnam County",52.1,48,-1.2,53.3
IL-157,"Randolph County",55.4,31,-2.0,57.4
IL-159,"Richland County",55.8,50,-0.8,56.6
IL-161,"Rock Island County",52.0,48,-1.0,53
IL-163,"St. Clair County",55.9,35,-1.8,57.7
IL-165,"Saline County",56.4,38,-1.5,57.9
IL-167,"Sangamon County",52.7,25,-2.5,55.2
IL-169,"Schuyler County",52.5,27,-2.4,54.9
IL-171,"Scott County",52.9,24,-2.8,55.7
IL-173,"Shelby County",53.9,37,-1.5,55.4
IL-175,"Stark County",51.7,46,-1.3,53
IL-177,"Stephenson County",49.7,51,-0.7,50.4
IL-179,"Tazewell County",53.4,51,-0.6,54
IL-181,"Union County",56.3,34,-1.6,57.9
IL-183,"Vermilion County",52.7,40,-1.3,54
IL-185,"Wabash County",56.8,55,-0.4,57.2
IL-187,"Warren County",51.7,39,-1.7,53.4
IL-189,"Washington County",55.5,36,-1.7,57.2
IL-191,"Wayne County",56.0,47,-0.9,56.9
IL-193,"White County",56.6,44,-1.1,57.7
IL-195,"Whiteside County",51.0,46,-1.1,52.1
IL-197,"Will County",52.2,52,-0.6,52.8
IL-199,"Williamson County",55.6,30,-2.0,57.6
IL-201,"Winnebago County",50.4,51,-0.7,51.1
IL-203,"Woodford County",52.8,53,-0.3,53.1
IN-001,"Adams County",53.0,69,0.6,52.4
IN-003,"Allen County",52.5,68,0.3,52.2
IN-005,"Bartholomew County",54.3,43,-0.7,55
IN-007,"Benton County",52.3,49,-0.6,52.9
IN-009,"Blackford County",52.6,48,-0.5,53.1
IN-011,"Boone County",52.2,51,-0.6,52.8
IN-013,"Brown County",53.2,38,-1.2,54.4
IN-015,"Carroll County",51.3,31,-1.8,53.1
IN-017,"Cass County",51.1,35,-1.6,52.7
IN-019,"Clark County",55.1,42,-0.9,56
IN-021,"Clay County",53.2,36,-1.5,54.7
IN-023,"Clinton County",51.7,39,-1.2,52.9
IN-025,"Crawford County",53.7,24,-2.5,56.2
IN-027,"Daviess County",54.8,42,-1.1,55.9
IN-029,"Dearborn County",53.6,37,-1.2,54.8
IN-031,"Decatur County",53.5,38,-1.0,54.5
IN-033,"DeKalb County",51.7,66,0.2,51.5
IN-035,"Delaware County",53.1,57,-0.2,53.3
IN-037,"Dubois County",54.3,29,-1.9,56.2
IN-039,"Elkhart County",51.9,72,0.6,51.3
IN-041,"Fayette County",52.1,35,-1.3,53.4
IN-043,"Floyd County",55.3,43,-0.8,56.1
IN-045,"Fountain County",52.6,43,-1.1,53.7
IN-047,"Franklin County",52.4,34,-1.6,54
IN-049,"Fulton County",51.2,49,-0.8,52
IN-051,"Gibson County",56.7,53,-0.5,57.2
IN-053,"Grant County",52.8,54,-0.4,53.2
IN-055,"Greene County",53.3,36,-1.6,54.9
IN-057,"Hamilton County",52.2,38,-1.2,53.4
IN-059,"Hancock County",53.0,41,-0.8,53.8
IN-061,"Harrison County",54.9,36,-1.4,56.3
IN-063,"Hendricks County",52.5,47,-0.9,53.4
IN-065,"Henry County",52.1,41,-0.8,52.9
IN-067,"Howard County",51.7,38,-1.4,53.1
IN-069,"Huntington County",52.5,64,-0.1,52.6
IN-071,"Jackson County",54.0,38,-1.2,55.2
IN-073,"Jasper County",52.2,56,-0.3,52.5
IN-075,"Jay County",52.5,55,-0.3,52.8
IN-077,"Jefferson County",54.4,40,-1.1,55.5
IN-079,"Jennings County",54.1,36,-1.2,55.3
IN-081,"Johnson County",53.7,53,-0.4,54.1
IN-083,"Knox County",55.9,50,-0.5,56.4
IN-085,"Kosciusko County",51.8,66,0.1,51.7
IN-087,"LaGrange County",51.6,68,0.4,51.2
IN-089,"Lake County",52.2,55,-0.4,52.6
IN-091,"LaPorte County",51.8,57,-0.3,52.1
IN-093,"Lawrence County",53.2,31,-1.7,54.9
IN-095,"Madison County",52.8,41,-0.8,53.6
IN-097,"Marion County",53.1,43,-0.8,53.9
IN-099,"Marshall County",51.5,61,0.0,51.5
IN-101,"Martin County",53.8,35,-1.6,55.4
IN-103,"Miami County",51.7,42,-1.1,52.8
IN-105,"Monroe County",52.5,30,-1.8,54.3
IN-107,"Montgomery County",52.8,55,-0.4,53.2
IN-109,"Morgan County",52.7,36,-1.4,54.1
IN-111,"Newton County",52.4,55,-0.3,52.7
IN-113,"Noble County",51.9,70,0.5,51.4
IN-115,"Ohio County",54.4,40,-1.0,55.4
IN-117,"Orange County",53.5,31,-2.0,55.5
IN-119,"Owen County",52.2,28,-2.2,54.4
IN-121,"Parke County",52.4,33,-1.9,54.3
IN-123,"Perry County",54.0,18,-3.1,57.1
IN-125,"Pike County",55.7,48,-0.8,56.5
IN-127,"Porter County",52.0,58,-0.4,52.4
IN-129,"Posey County",57.0,45,-1.1,58.1
IN-131,"Pulaski County",51.5,50,-0.7,52.2
IN-133,"Putnam County",52.2,38,-1.6,53.8
IN-135,"Randolph County",52.0,48,-0.5,52.5
IN-137,"Ripley County",53.3,33,-1.2,54.5
IN-139,"Rush County",53.0,39,-0.8,53.8
IN-141,"St. Joseph County",51.8,63,0.2,51.6
IN-143,"Scott County",54.5,40,-1.0,55.5
IN-145,"Shelby County",54.2,54,-0.2,54.4
IN-147,"Spencer County",55.3,26,-2.2,57.5
IN-149,"Starke County",51.7,57,-0.3,52
IN-151,"Steuben County",50.8,61,-0.1,50.9
IN-153,"Sullivan County",54.9,48,-0.6,55.5
IN-155,"Switzerland County",54.6,39,-1.0,55.6
IN-157,"Tippecanoe County",52.4,48,-0.9,53.3
IN-159,"Tipton County",52.0,41,-1.1,53.1
IN-161,"Union County",51.9,33,-1.3,53.2
IN-163,"Vanderburgh County",57.1,47,-0.8,57.9
IN-165,"Vermillion County",52.8,34,-1.7,54.5
IN-167,"Vigo County",54.1,45,-1.0,55.1
IN-169,"Wabash County",52.3,55,-0.4,52.7
IN-171,"Warren County",52.4,44,-1.1,53.5
IN-173,"Warrick County",56.1,40,-1.2,57.3
IN-175,"Washington County",53.9,37,-1.2,55.1
IN-177,"Wayne County",51.6,34,-1.1,52.7
IN-179,"Wells County",52.6,61,0.1,52.5
IN-181,"White County",51.8,47,-0.9,52.7
IN-183,"Whitley County",52.1,65,0.2,51.9
IA-001,"Adair County",51.1,48,-1.2,52.3
IA-003,"Adams County",52.5,67,-0.2,52.7
IA-005,"Allamakee County",48.5,52,-1.1,49.6
IA-007,"Appanoose County",51.1,22,-2.9,54
IA-009,"Audubon County",49.9,45,-1.5,51.4
IA-011,"Benton County",49.4,38,-1.9,51.3
IA-013,"Black Hawk County",49.9,56,-0.8,50.7
IA-015,"Boone County",50.9,50,-0.9,51.8
IA-017,"Bremer County",49.0,56,-0.9,49.9
IA-019,"Buchanan County",48.8,44,-1.4,50.2
IA-021,"Buena Vista County",49.8,63,-0.2,50
IA-023,"Butler County",49.5,56,-0.7,50.2
IA-025,"Calhoun County",50.6,61,-0.2,50.8
IA-027,"Carroll County",50.9,66,-0.1,51
IA-029,"Cass County",51.3,50,-1.0,52.3
IA-031,"Cedar County",50.2,38,-1.7,51.9
IA-033,"Cerro Gordo County",48.8,56,-0.6,49.4
IA-035,"Cherokee County",49.8,63,-0.2,50
IA-037,"Chickasaw County",47.8,46,-1.4,49.2
IA-039,"Clarke County",52.4,55,-1.0,53.4
IA-041,"Clay County",49.5,69,0.3,49.2
IA-043,"Clayton County",48.3,40,-1.8,50.1
IA-045,"Clinton County",51.1,49,-0.9,52
IA-047,"Crawford County",50.9,66,0.0,50.9
IA-049,"Dallas County",51.6,49,-1.2,52.8
IA-051,"Davis County",51.3,26,-2.7,54
IA-053,"Decatur County",53.2,61,-0.5,53.7
IA-055,"Delaware County",48.6,46,-1.6,50.2
IA-057,"Des Moines County",52.1,37,-1.9,54
IA-059,"Dickinson County",49.1,72,0.6,48.5
IA-061,"Dubuque County",49.5,49,-1.2,50.7
IA-063,"Emmet County",48.7,66,0.2,48.5
IA-065,"Fayette County",47.9,45,-1.4,49.3
IA-067,"Floyd County",48.5,49,-1.1,49.6
IA-069,"Franklin County",49.3,59,-0.5,49.8
IA-071,"Fremont County",53.8,57,-0.4,54.2
IA-073,"Greene County",50.8,53,-0.8,51.6
IA-075,"Grundy County",49.8,52,-0.9,50.7
IA-077,"Guthrie County",50.4,40,-1.7,52.1
IA-079,"Hamilton County",49.5,47,-1.3,50.8
IA-081,"Hancock County",48.8,56,-0.7,49.5
IA-083,"Hardin County",49.8,54,-0.8,50.6
IA-085,"Harrison County",52.0,62,-0.2,52.2
IA-087,"Henry County",51.7,34,-2.0,53.7
IA-089,"Howard County",46.9,47,-1.1,48
IA-091,"Humboldt County",49.2,47,-1.2,50.4
IA-093,"Ida County",50.5,62,0.0,50.5
IA-095,"Iowa County",49.5,29,-2.6,52.1
IA-097,"Jackson County",50.3,48,-1.1,51.4
IA-099,"Jasper County",51.2,43,-1.4,52.6
IA-101,"Jefferson County",51.0,29,-2.5,53.5
IA-103,"Johnson County",50.2,35,-2.0,52.2
IA-105,"Jones County",50.2,52,-0.8,51
IA-107,"Keokuk County",50.1,27,-2.6,52.7
IA-109,"Kossuth County",49.2,61,-0.1,49.3
IA-111,"Lee County",52.3,30,-2.5,54.8
IA-113,"Linn County",49.8,46,-1.2,51
IA-115,"Louisa County",52.0,44,-1.5,53.5
IA-117,"Lucas County",51.5,34,-2.1,53.6
IA-119,"Lyon County",49.5,73,0.6,48.9
IA-121,"Madison County",51.9,50,-1.2,53.1
IA-123,"Mahaska County",50.8,30,-2.3,53.1
IA-125,"Marion County",51.2,31,-2.5,53.7
IA-127,"Marshall County",50.4,46,-1.1,51.5
IA-129,"Mills County",53.4,62,-0.2,53.6
IA-131,"Mitchell County",47.7,51,-1.0,48.7
IA-133,"Monona County",51.3,56,-0.3,51.6
IA-135,"Monroe County",51.3,29,-2.6,53.9
IA-137,"Montgomery County",52.8,62,-0.3,53.1
IA-139,"Muscatine County",51.3,42,-1.7,53
IA-141,"O'Brien County",49.8,71,0.4,49.4
IA-143,"Osceola County",49.0,72,0.4,48.6
IA-145,"Page County",53.2,57,-0.5,53.7
IA-147,"Palo Alto County",49.1,62,-0.2,49.3
IA-149,"Plymouth County",50.4,70,0.2,50.2
IA-151,"Pocahontas County",49.2,52,-1.1,50.3
IA-153,"Polk County",52.1,52,-1.0,53.1
IA-155,"Pottawattamie County",52.5,61,-0.3,52.8
IA-157,"Poweshiek County",49.7,33,-2.2,51.9
IA-159,"Ringgold County",53.4,71,0.1,53.3
IA-161,"Sac County",50.9,72,0.4,50.5
IA-163,"Scott County",51.8,52,-0.8,52.6
IA-165,"Shelby County",50.8,51,-0.8,51.6
IA-167,"Sioux County",50.0,71,0.3,49.7
IA-169,"Story County",50.9,52,-0.8,51.7
IA-171,"Tama County",49.7,40,-1.6,51.3
IA-173,"Taylor County",53.1,67,-0.1,53.2
IA-175,"Union County",52.5,63,-0.3,52.8
IA-177,"Van Buren County",51.2,23,-3.1,54.3
IA-179,"Wapello County",51.5,31,-2.2,53.7
IA-181,"Warren County",52.0,37,-1.8,53.8
IA-183,"Washington County",50.6,32,-2.2,52.8
IA-185,"Wayne County",51.7,34,-2.0,53.7
IA-187,"Webster County",49.7,50,-1.2,50.9
IA-189,"Winnebago County",48.6,60,-0.4,49
IA-191,"Winneshiek County",48.2,63,-0.2,48.4
IA-193,"Woodbury County",50.9,60,-0.1,51
IA-195,"Worth County",48.5,61,-0.4,48.9
IA-197,"Wright County",48.9,47,-1.2,50.1
KS-001,"Allen County",58.8,67,-0.1,58.9
KS-003,"Anderson County",58.0,62,-0.2,58.2
KS-005,"Atchison County",55.8,58,-0.3,56.1
KS-007,"Barber County",59.7,81,0.9,58.8
KS-009,"Barton County",57.2,75,0.4,56.8
KS-011,"Bourbon County",58.5,57,-0.6,59.1
KS-013,"Brown County",55.0,57,-0.4,55.4
KS-015,"Butler County",59.8,92,1.5,58.3
KS-017,"Chase County",57.4,60,0.0,57.4
KS-019,"Chautauqua County",60.5,86,0.8,59.7
KS-021,"Cherokee County",60.0,69,0.0,60
KS-023,"Cheyenne County",55.9,115,3.5,52.4
KS-025,"Clark County",59.2,80,0.7,58.5
KS-027,"Clay County",57.0,73,0.6,56.4
KS-029,"Cloud County",57.4,87,1.4,56
KS-031,"Coffey County",59.0,86,1.0,58
KS-033,"Comanche County",59.3,80,0.9,58.4
KS-035,"Cowley County",60.8,92,1.5,59.3
KS-037,"Crawford County",59.2,61,-0.2,59.4
KS-039,"Decatur County",55.8,104,2.5,53.3
KS-041,"Dickinson County",57.6,70,0.5,57.1
KS-043,"Doniphan County",54.9,47,-1.3,56.2
KS-045,"Douglas County",57.5,65,0.1,57.4
KS-047,"Edwards County",58.2,87,1.2,57
KS-049,"Elk County",59.9,87,0.9,59
KS-051,"Ellis County",57.5,89,1.6,55.9
KS-053,"Ellsworth County",57.9,83,0.9,57
KS-055,"Finney County",56.9,91,1.6,55.3
KS-057,"Ford County",58.3,90,1.5,56.8
KS-059,"Franklin County",57.7,64,0.0,57.7
KS-061,"Geary County",57.0,68,0.2,56.8
KS-063,"Gove County",57.0,100,2.2,54.8
KS-065,"Graham County",56.3,84,1.4,54.9
KS-067,"Grant County",57.4,94,1.3,56.1
KS-069,"Gray County",57.6,90,1.6,56
KS-071,"Greeley County",55.2,97,1.8,53.4
KS-073,"Greenwood County",59.2,87,1.0,58.2
KS-075,"Hamilton County",56.3,90,1.3,55
KS-077,"Harper County",61.0,94,1.5,59.5
KS-079,"Harvey County",59.2,82,1.1,58.1
KS-081,"Haskell County",57.4,88,1.3,56.1
KS-083,"Hodgeman County",58.2,89,1.6,56.6
KS-085,"Jackson County",55.8,62,-0.1,55.9
KS-087,"Jefferson County",57.1,69,0.4,56.7
KS-089,"Jewell County",55.9,85,1.2,54.7
KS-091,"Johnson County",57.5,68,0.2,57.3
KS-093,"Kearny County",56.5,91,1.5,55
KS-095,"Kingman County",59.3,78,0.8,58.5
KS-097,"Kiowa County",58.6,86,1.1,57.5
KS-099,"Labette County",60.5,76,0.3,60.2
KS-101,"Lane County",57.0,97,2.0,55
KS-103,"Leavenworth County",57.3,69,0.3,57
KS-105,"Lincoln County",57.7,87,1.3,56.4
KS-107,"Linn County",57.6,51,-0.8,58.4
KS-109,"Logan County",56.9,111,2.8,54.1
KS-111,"Lyon County",58.3,79,1.1,57.2
KS-113,"McPherson County",58.6,81,1.2,57.4
KS-115,"Marion County",58.0,70,0.6,57.4
KS-117,"Marshall County",54.8,59,-0.4,55.2
KS-119,"Meade County",59.0,89,1.2,57.8
KS-121,"Miami County",57.4,63,-0.3,57.7
KS-123,"Mitchell County",56.7,80,1.0,55.7
KS-125,"Montgomery County",60.6,76,0.3,60.3
KS-127,"Morris County",56.8,67,0.2,56.6
KS-129,"Morton County",58.3,97,1.8,56.5
KS-131,"Nemaha County",54.6,55,-0.5,55.1
KS-133,"Neosho County",59.8,76,0.2,59.6
KS-135,"Ness County",57.7,87,1.5,56.2
KS-137,"Norton County",55.4,90,1.6,53.8
KS-139,"Osage County",58.3,83,1.1,57.2
KS-141,"Osborne County",56.8,86,1.3,55.5
KS-143,"Ottawa County",57.9,84,1.3,56.6
KS-145,"Pawnee County",57.6,77,0.8,56.8
KS-147,"Phillips County",55.4,75,0.8,54.6
KS-149,"Pottawatomie County",56.1,64,-0.1,56.2
KS-151,"Pratt County",58.4,77,0.8,57.6
KS-153,"Rawlins County",55.7,110,2.8,52.9
KS-155,"Reno County",58.7,76,0.8,57.9
KS-157,"Republic County",56.2,85,1.3,54.9
KS-159,"Rice County",57.8,77,0.5,57.3
KS-161,"Riley County",56.5,66,0.1,56.4
KS-163,"Rooks County",56.5,82,1.1,55.4
KS-165,"Rush County",57.4,80,1.0,56.4
KS-167,"Russell County",57.9,93,1.6,56.3
KS-169,"Saline County",58.4,83,1.1,57.3
KS-171,"Scott County",56.4,98,1.9,54.5
KS-173,"Sedgwick County",60.5,94,1.6,58.9
KS-175,"Seward County",58.6,92,1.4,57.2
KS-177,"Shawnee County",57.9,80,1.0,56.9
KS-179,"Sheridan County",56.3,105,2.4,53.9
KS-181,"Sherman County",56.3,118,4.0,52.3
KS-183,"Smith County",55.6,80,0.8,54.8
KS-185,"Stafford County",57.7,73,0.5,57.2
KS-187,"Stanton County",57.4,94,1.5,55.9
KS-189,"Stevens County",58.3,93,1.5,56.8
KS-191,"Sumner County",61.4,93,1.8,59.6
KS-193,"Thomas County",56.0,112,2.9,53.1
KS-195,"Trego County",57.2,89,1.7,55.5
KS-197,"Wabaunsee County",57.3,69,0.6,56.7
KS-199,"Wallace County",56.4,114,3.2,53.2
KS-201,"Washington County",55.4,64,0.2,55.2
KS-203,"Wichita County",55.7,90,1.6,54.1
KS-205,"Wilson County",60.0,77,0.3,59.7
KS-207,"Woodson County",59.5,89,0.7,58.8
KS-209,"Wyandotte County",57.7,74,0.5,57.2
KY-001,"Adair County",54.8,27,-2.2,57
KY-003,"Allen County",56.2,20,-2.5,58.7
KY-005,"Anderson County",55.1,36,-1.3,56.4
KY-007,"Ballard County",58.2,45,-0.9,59.1
KY-009,"Barren County",56.1,26,-2.1,58.2
KY-011,"Bath County",54.2,33,-1.6,55.8
KY-013,"Bell County",52.0,11,-3.7,55.7
KY-015,"Boone County",54.6,41,-0.9,55.5
KY-017,"Bourbon County",54.1,30,-1.6,55.7
KY-019,"Boyd County",54.0,34,-1.5,55.5
KY-021,"Boyle County",55.0,32,-1.4,56.4
KY-023,"Bracken County",53.7,33,-1.5,55.2
KY-025,"Breathitt County",54.6,29,-2.3,56.9
KY-027,"Breckinridge County",54.7,24,-2.4,57.1
KY-029,"Bullitt County",56.0,41,-1.0,57
KY-031,"Butler County",57.1,45,-1.2,58.3
KY-033,"Caldwell County",57.0,34,-1.8,58.8
KY-035,"Calloway County",57.1,23,-2.3,59.4
KY-037,"Campbell County",54.3,35,-1.3,55.6
KY-039,"Carlisle County",58.3,42,-1.0,59.3
KY-041,"Carroll County",55.0,41,-1.1,56.1
KY-043,"Carter County",53.1,33,-1.7,54.8
KY-045,"Casey County",54.1,27,-2.2,56.3
KY-047,"Christian County",56.6,25,-2.2,58.8
KY-049,"Clark County",54.6,33,-1.6,56.2
KY-051,"Clay County",53.3,16,-3.2,56.5
KY-053,"Clinton County",54.4,20,-2.7,57.1
KY-055,"Crittenden County",57.2,37,-1.5,58.7
KY-057,"Cumberland County",55.3,21,-2.5,57.8
KY-059,"Daviess County",56.2,31,-1.8,58
KY-061,"Edmonson County",56.6,38,-1.5,58.1
KY-063,"Elliott County",53.2,30,-1.9,55.1
KY-065,"Estill County",54.8,27,-2.2,57
KY-067,"Fayette County",54.7,37,-1.4,56.1
KY-069,"Fleming County",53.7,35,-1.5,55.2
KY-071,"Floyd County",53.7,20,-3.2,56.9
KY-073,"Franklin County",55.0,40,-1.2,56.2
KY-075,"Fulton County",58.5,38,-1.4,59.9
KY-077,"Gallatin County",55.0,40,-1.0,56
KY-079,"Garrard County",55.1,32,-1.7,56.8
KY-081,"Grant County",54.4,36,-1.3,55.7
KY-083,"Graves County",57.9,37,-1.4,59.3
KY-085,"Grayson County",55.6,32,-1.7,57.3
KY-087,"Green County",55.6,30,-1.8,57.4
KY-089,"Greenup County",53.3,34,-1.5,54.8
KY-091,"Hancock County",54.8,18,-2.9,57.7
KY-093,"Hardin County",55.3,31,-1.6,56.9
KY-095,"Harlan County",51.7,12,-3.3,55
KY-097,"Harrison County",53.9,31,-1.7,55.6
KY-099,"Hart County",55.9,29,-1.7,57.6
KY-101,"Henderson County",57.1,41,-1.3,58.4
KY-103,"Henry County",54.7,38,-1.2,55.9
KY-105,"Hickman County",58.3,41,-1.2,59.5
KY-107,"Hopkins County",57.2,37,-1.5,58.7
KY-109,"Jackson County",53.4,21,-2.7,56.1
KY-111,"Jefferson County",56.0,43,-0.9,56.9
KY-113,"Jessamine County",55.2,37,-1.3,56.5
KY-115,"Johnson County",53.4,25,-2.7,56.1
KY-117,"Kenton County",54.3,39,-1.2,55.5
KY-119,"Knott County",53.3,19,-3.0,56.3
KY-121,"Knox County",52.6,13,-3.6,56.2
KY-123,"Larue County",55.4,30,-1.6,57
KY-125,"Laurel County",53.1,19,-3.1,56.2
KY-127,"Lawrence County",53.5,29,-2.2,55.7
KY-129,"Lee County",54.6,26,-2.4,57
KY-131,"Leslie County",53.2,17,-3.0,56.2
KY-133,"Letcher County",52.1,12,-3.5,55.6
KY-135,"Lewis County",53.0,32,-1.7,54.7
KY-137,"Lincoln County",54.3,27,-2.0,56.3
KY-139,"Livingston County",57.8,41,-1.2,59
KY-141,"Logan County",56.8,30,-1.9,58.7
KY-143,"Lyon County",57.4,34,-1.7,59.1
KY-145,"McCracken County",58.4,49,-0.7,59.1
KY-147,"McCreary County",52.4,11,-3.6,56
KY-149,"McLean County",57.1,40,-1.3,58.4
KY-151,"Madison County",55.0,30,-1.9,56.9
KY-153,"Magoffin County",53.7,25,-2.5,56.2
KY-155,"Marion County",55.2,32,-1.6,56.8
KY-157,"Marshall County",57.8,34,-1.6,59.4
KY-159,"Martin County",53.5,21,-3.1,56.6
KY-161,"Mason County",53.4,35,-1.5,54.9
KY-163,"Meade County",54.8,26,-2.0,56.8
KY-165,"Menifee County",53.9,31,-1.9,55.8
KY-167,"Mercer County",55.2,34,-1.3,56.5
KY-169,"Metcalfe County",55.3,28,-2.0,57.3
KY-171,"Monroe County",55.3,20,-2.7,58
KY-173,"Montgomery County",54.2,33,-1.6,55.8
KY-175,"Morgan County",53.6,30,-2.1,55.7
KY-177,"Muhlenberg County",57.2,40,-1.4,58.6
KY-179,"Nelson County",55.6,35,-1.3,56.9
