"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
MO-187,"St. Francois County",2.84,66,-0.3,3.14
MO-189,"St. Louis County",3.72,94,0.77,2.95
MO-195,"Saline County",2.42,51,-0.72,3.14
MO-197,"Schuyler County",1.56,34,-1.27,2.83
MO-199,"Scotland County",1.31,32,-1.5,2.81
MO-201,"Scott County",1.39,23,-1.77,3.16
MO-203,"Shannon County",1.96,36,-1.27,3.23
MO-205,"Shelby County",1.93,41,-0.99,2.92
MO-207,"Stoddard County",1.7,32,-1.51,3.21
MO-209,"Stone County",3.98,82,0.54,3.44
MO-211,"Sullivan County",1.7,39,-1.19,2.89
MO-213,"Taney County",4.54,100,1.26,3.28
MO-215,"Texas County",3.29,73,-0.08,3.37
MO-217,"Vernon County",3.18,65,-0.3,3.48
MO-219,"Warren County",3.62,86,0.47,3.15
MO-221,"Washington County",2.06,43,-1.02,3.08
MO-223,"Wayne County",2.58,57,-0.64,3.22
MO-225,"Webster County",4.09,87,0.52,3.57
MO-227,"Worth County",1.31,29,-1.41,2.72
MO-229,"Wright County",3.9,84,0.43,3.47
MO-510,"St. Louis City",3.71,95,0.84,2.87
MT-001,"Beaverhead County",1.28,60,-0.1,1.38
MT-003,"Big Horn County",1.43,82,0.18,1.25
MT-005,"Blaine County",1.47,116,0.8,0.67
MT-007,"Broadwater County",1.89,114,0.89,1
MT-009,"Carbon County",1.41,75,0.07,1.34
MT-011,"Carter County",1.09,93,0.16,0.93
MT-013,"Cascade County",2.12,117,1.04,1.08
MT-015,"Chouteau County",1.92,125,1.17,0.75
MT-017,"Custer County",1.11,89,0.19,0.92
MT-019,"Daniels County",1.43,117,0.77,0.66
MT-021,"Dawson County",1.3,104,0.55,0.75
MT-023,"Deer Lodge County",1.8,81,0.22,1.58
MT-025,"Fallon County",1.16,95,0.26,0.9
MT-027,"Fergus County",2.36,124,1.41,0.95
MT-029,"Flathead County",2.18,41,-0.66,2.84
MT-031,"Gallatin County",2.43,99,0.71,1.72
MT-033,"Garfield County",1.74,118,0.98,0.76
MT-035,"Glacier County",1.52,59,-0.12,1.64
MT-037,"Golden Valley County",2.27,125,1.38,0.89
MT-039,"Granite County",1.69,67,-0.05,1.74
MT-041,"Hill County",1.41,119,0.79,0.62
MT-043,"Jefferson County",1.74,99,0.53,1.21
MT-045,"Judith Basin County",2.51,121,1.4,1.11
MT-047,"Lake County",1.67,60,-0.14,1.81
MT-049,"Lewis and Clark County",2.33,103,0.81,1.52
MT-051,"Liberty County",1.14,114,0.59,0.55
MT-053,"Lincoln County",2.0,44,-0.83,2.83
MT-055,"McCone County",1.44,110,0.69,0.75
MT-057,"Madison County",2.01,89,0.42,1.59
MT-059,"Meagher County",2.13,104,0.77,1.36
MT-061,"Mineral County",1.7,28,-1.29,2.99
MT-063,"Missoula County",1.39,31,-0.73,2.12
MT-065,"Musselshell County",1.76,108,0.86,0.9
MT-067,"Park County",2.65,104,0.83,1.82
MT-069,"Petroleum County",1.91,120,1.16,0.75
MT-071,"Phillips County",1.38,114,0.73,0.65
MT-073,"Pondera County",1.19,88,0.27,0.92
MT-075,"Powder River County",0.87,63,-0.16,1.03
MT-077,"Powell County",2.01,79,0.2,1.81
MT-079,"Prairie County",1.0,90,0.22,0.78
MT-081,"Ravalli County",1.45,40,-0.73,2.18
MT-083,"Richland County",1.82,118,1.02,0.8
MT-085,"Roosevelt County",1.56,123,0.86,0.7
MT-087,"Rosebud County",1.23,89,0.27,0.96
MT-089,"Sanders County",1.67,34,-0.91,2.58
MT-091,"Sheridan County",1.35,110,0.64,0.71
MT-093,"Silver Bow County",1.07,58,-0.23,1.3
MT-095,"Stillwater County",1.77,92,0.42,1.35
MT-097,"Sweet Grass County",2.13,103,0.79,1.34
MT-099,"Teton County",1.45,92,0.38,1.07
MT-101,"Toole County",0.9,98,0.33,0.57
MT-103,"Treasure County",1.31,87,0.29,1.02
MT-105,"Valley County",1.53,118,0.86,0.67
MT-107,"Wheatland County",2.02,122,1.1,0.92
MT-109,"Wibaux County",1.41,102,0.53,0.88
MT-111,"Yellowstone County",1.24,82,0.19,1.05
NE-001,"Adams County",0.62,30,-0.89,1.51
NE-003,"Antelope County",1.11,51,-0.49,1.6
NE-005,"Arthur County",0.36,29,-0.72,1.08
NE-007,"Banner County",0.5,30,-0.57,1.07
NE-009,"Blaine County",0.4,25,-0.98,1.38
NE-011,"Boone County",1.11,53,-0.47,1.58
NE-013,"Box Butte County",0.98,71,-0.05,1.03
NE-015,"Boyd County",0.65,34,-0.82,1.47
NE-017,"Brown County",0.45,27,-0.94,1.39
NE-019,"Buffalo County",0.77,40,-0.73,1.5
NE-021,"Burt County",0.19,8,-1.78,1.97
NE-023,"Butler County",0.21,11,-1.58,1.79
NE-025,"Cass County",0.71,21,-1.37,2.08
NE-027,"Cedar County",0.85,36,-0.84,1.69
NE-029,"Chase County",0.13,13,-0.98,1.11
NE-031,"Cherry County",0.43,21,-0.78,1.21
NE-033,"Cheyenne County",0.25,14,-0.78,1.03
NE-035,"Clay County",0.5,23,-1.15,1.65
NE-037,"Colfax County",0.25,12,-1.54,1.79
NE-039,"Cuming County",0.32,11,-1.52,1.84
NE-041,"Custer County",0.4,22,-1.02,1.42
NE-043,"Dakota County",0.56,19,-1.2,1.76
NE-045,"Dawes County",0.62,31,-0.56,1.18
NE-047,"Dawson County",0.44,27,-0.99,1.43
NE-049,"Deuel County",0.23,19,-0.82,1.05
NE-051,"Dixon County",0.72,28,-1.01,1.73
NE-053,"Dodge County",0.19,8,-1.73,1.92
NE-055,"Douglas County",0.48,15,-1.54,2.02
NE-057,"Dundy County",0.15,14,-0.95,1.1
NE-059,"Fillmore County",0.6,24,-1.21,1.81
NE-061,"Franklin County",0.72,38,-0.7,1.42
NE-063,"Frontier County",0.32,26,-0.98,1.3
NE-065,"Furnas County",0.52,35,-0.82,1.34
NE-067,"Gage County",0.95,28,-1.16,2.11
NE-069,"Garden County",0.52,38,-0.53,1.05
NE-071,"Garfield County",0.64,39,-0.82,1.46
NE-073,"Gosper County",0.46,32,-0.92,1.38
NE-075,"Grant County",0.58,42,-0.56,1.14
NE-077,"Greeley County",0.89,42,-0.62,1.51
NE-079,"Hall County",0.63,30,-0.86,1.49
NE-081,"Hamilton County",0.48,26,-1.08,1.56
NE-083,"Harlan County",0.79,48,-0.63,1.42
NE-085,"Hayes County",0.26,22,-0.99,1.25
NE-087,"Hitchcock County",0.29,28,-0.93,1.22
NE-089,"Holt County",0.61,30,-0.87,1.48
NE-091,"Hooker County",0.45,33,-0.74,1.19
NE-093,"Howard County",0.74,39,-0.73,1.47
NE-095,"Jefferson County",0.93,28,-0.96,1.89
NE-097,"Johnson County",0.81,23,-1.43,2.24
NE-099,"Kearney County",0.86,47,-0.53,1.39
NE-101,"Keith County",0.2,20,-0.83,1.03
NE-103,"Keya Paha County",0.49,26,-0.88,1.37
NE-105,"Kimball County",0.41,30,-0.55,0.96
NE-107,"Knox County",0.97,45,-0.64,1.61
NE-109,"Lancaster County",0.71,24,-1.27,1.98
NE-111,"Lincoln County",0.42,33,-0.81,1.23
NE-113,"Logan County",0.48,32,-0.8,1.28
NE-115,"Loup County",0.44,27,-0.95,1.39
NE-117,"McPherson County",0.42,33,-0.72,1.14
NE-119,"Madison County",0.95,43,-0.65,1.6
NE-121,"Merrick County",0.51,24,-1.04,1.55
NE-123,"Morrill County",0.69,49,-0.27,0.96
NE-125,"Nance County",0.63,29,-0.96,1.59
NE-127,"Nemaha County",0.79,21,-1.64,2.43
NE-129,"Nuckolls County",0.53,20,-1.14,1.67
NE-131,"Otoe County",0.76,24,-1.43,2.19
NE-133,"Pawnee County",0.82,23,-1.5,2.32
NE-135,"Perkins County",0.17,14,-0.9,1.07
NE-137,"Phelps County",0.8,47,-0.63,1.43
NE-139,"Pierce County",1.11,49,-0.53,1.64
NE-141,"Platte County",0.4,21,-1.24,1.64
NE-143,"Polk County",0.18,15,-1.5,1.68
NE-145,"Red Willow County",0.34,26,-0.89,1.23
NE-147,"Richardson County",0.75,18,-1.71,2.46
NE-149,"Rock County",0.51,28,-0.9,1.41
NE-151,"Saline County",0.78,26,-1.11,1.89
NE-153,"Sarpy County",0.66,19,-1.35,2.01
NE-155,"Saunders County",0.36,11,-1.57,1.93
NE-157,"Scotts Bluff County",0.47,33,-0.51,0.98
NE-159,"Seward County",0.53,25,-1.33,1.86
NE-161,"Sheridan County",1.07,71,-0.08,1.15
NE-163,"Sherman County",0.62,32,-0.9,1.52
NE-165,"Sioux County",0.51,30,-0.57,1.08
NE-167,"Stanton County",0.61,25,-1.08,1.69
NE-169,"Thayer County",0.7,25,-1.08,1.78
NE-171,"Thomas County",0.41,28,-0.87,1.28
NE-173,"Thurston County",0.37,11,-1.45,1.82
NE-175,"Valley County",0.65,36,-0.83,1.48
NE-177,"Washington County",0.28,9,-1.74,2.02
NE-179,"Wayne County",0.82,34,-0.87,1.69
NE-181,"Webster County",0.6,28,-0.91,1.51
NE-183,"Wheeler County",0.98,46,-0.56,1.54
NE-185,"York County",0.38,21,-1.36,1.74
NV-001,"Churchill County",0.07,26,-0.42,0.49
NV-003,"Clark County",0.13,40,-0.36,0.49
NV-005,"Douglas County",0.1,18,-0.75,0.85
NV-007,"Elko County",0.86,59,-0.19,1.05
NV-009,"Esmeralda County",0.01,18,-0.4,0.41
NV-011,"Eureka County",0.53,46,-0.36,0.89
NV-013,"Humboldt County",0.38,38,-0.49,0.87
NV-015,"Lander County",0.41,44,-0.41,0.82
NV-017,"Lincoln County",0.3,43,-0.53,0.83
NV-019,"Lyon County",0.05,21,-0.45,0.5
NV-021,"Mineral County",0.06,28,-0.36,0.42
NV-023,"Nye County",0.2,32,-0.45,0.65
NV-027,"Pershing County",0.08,22,-0.58,0.66
NV-029,"Storey County",0.02,9,-0.71,0.73
NV-031,"Washoe County",0.25,25,-0.59,0.84
NV-033,"White Pine County",0.68,45,-0.38,1.06
NV-510,"Carson City",0.06,14,-0.76,0.82
NH-001,"Belknap County",3.19,53,-0.14,3.33
NH-003,"Carroll County",4.36,77,0.53,3.83
NH-005,"Cheshire County",3.12,64,-0.21,3.33
NH-007,"Coos County",3.31,59,-0.36,3.67
NH-009,"Grafton County",3.62,62,-0.03,3.65
NH-011,"Hillsborough County",3.59,70,0.19,3.4
NH-013,"Merrimack County",2.97,54,-0.32,3.29
NH-015,"Rockingham County",3.71,76,0.36,3.35
NH-017,"Strafford County",4.46,92,0.94,3.52
NH-019,"Sullivan County",3.02,56,-0.31,3.33
NJ-001,"Atlantic County",7.42,125,4.24,3.18
NJ-003,"Bergen County",5.61,103,1.98,3.63
NJ-005,"Burlington County",6.93,124,3.77,3.16
NJ-007,"Camden County",6.88,125,3.75,3.13
NJ-009,"Cape May County",6.15,119,3.03,3.12
NJ-011,"Cumberland County",5.77,115,2.71,3.06
NJ-013,"Essex County",6.11,108,2.47,3.64
NJ-015,"Gloucester County",6.54,124,3.47,3.07
NJ-017,"Hudson County",5.88,111,2.49,3.39
NJ-019,"Hunterdon County",6.19,114,2.77,3.42
NJ-021,"Mercer County",6.98,124,3.76,3.22
NJ-023,"Middlesex County",6.37,117,3.05,3.32
NJ-025,"Monmouth County",7.71,124,4.39,3.32
NJ-027,"Morris County",5.83,102,2.06,3.77
NJ-029,"Ocean County",7.61,125,4.39,3.22
NJ-031,"Passaic County",5.99,104,2.25,3.74
NJ-033,"Salem County",5.3,112,2.32,2.98
NJ-035,"Somerset County",6.37,118,2.92,3.45
NJ-037,"Sussex County",5.9,107,2.34,3.56
NJ-039,"Union County",6.1,113,2.62,3.48
NJ-041,"Warren County",5.1,98,1.53,3.57
NM-001,"Bernalillo County",2.16,111,1.09,1.07
NM-003,"Catron County",2.99,120,1.71,1.28
NM-005,"Chaves County",2.79,111,1.56,1.23
NM-006,"Cibola County",2.3,117,1.28,1.02
NM-007,"Colfax County",1.71,96,0.6,1.11
NM-009,"Curry County",2.04,94,0.56,1.48
NM-011,"De Baca County",2.56,108,1.29,1.27
NM-013,"Dona Ana County",2.16,116,1.26,0.9
NM-015,"Eddy County",2.47,106,1.2,1.27
NM-017,"Grant County",3.56,122,2.32,1.24
NM-019,"Guadalupe County",2.41,107,1.25,1.16
NM-021,"Harding County",1.72,97,0.57,1.15
NM-023,"Hidalgo County",1.8,109,0.89,0.91
NM-025,"Lea County",2.35,97,0.96,1.39
NM-027,"Lincoln County",2.69,117,1.57,1.12
NM-028,"Los Alamos County",2.86,110,1.36,1.5
NM-029,"Luna County",2.23,115,1.34,0.89
NM-031,"McKinley County",1.79,112,0.8,0.99
NM-033,"Mora County",2.46,110,1.21,1.25
NM-035,"Otero County",2.98,119,1.87,1.11
NM-037,"Quay County",1.99,102,0.68,1.31
NM-039,"Rio Arriba County",1.66,88,0.27,1.39
NM-041,"Roosevelt County",1.81,91,0.4,1.41
NM-043,"Sandoval County",1.85,104,0.66,1.19
NM-045,"San Juan County",1.21,97,0.27,0.94
NM-047,"San Miguel County",2.53,110,1.32,1.21
NM-049,"Santa Fe County",2.88,116,1.61,1.27
NM-051,"Sierra County",2.84,120,1.8,1.04
NM-053,"Socorro County",2.44,119,1.44,1
NM-055,"Taos County",2.26,102,0.88,1.38
NM-057,"Torrance County",2.93,118,1.76,1.17
NM-059,"Union County",0.98,82,-0.07,1.05
NM-061,"Valencia County",1.83,110,0.87,0.96
NY-001,"Albany County",3.31,75,0.2,3.11
NY-003,"Allegany County",1.03,8,-1.97,3
NY-005,"Bronx County",5.24,101,1.75,3.49
NY-007,"Broome County",1.85,25,-1.41,3.26
NY-009,"Cattaraugus County",2.5,34,-1.03,3.53
NY-011,"Cayuga County",0.88,6,-2.41,3.29
NY-013,"Chautauqua County",3.31,48,-0.49,3.8
NY-015,"Chemung County",0.64,3,-2.16,2.8
NY-017,"Chenango County",1.73,16,-1.74,3.47
NY-019,"Clinton County",2.04,31,-0.93,2.97
NY-021,"Columbia County",3.71,84,0.58,3.13
NY-023,"Cortland County",1.26,8,-2.3,3.56
NY-025,"Delaware County",2.01,21,-1.54,3.55
NY-027,"Dutchess County",3.92,77,0.44,3.48
NY-029,"Erie County",3.03,56,-0.23,3.26
NY-031,"Essex County",2.69,45,-0.71,3.4
NY-033,"Franklin County",2.11,29,-1.25,3.36
NY-035,"Fulton County",2.73,38,-1.0,3.73
NY-037,"Genesee County",1.98,31,-0.95,2.93
NY-039,"Greene County",3.61,70,0.03,3.58
NY-041,"Hamilton County",2.6,30,-1.33,3.93
NY-043,"Herkimer County",2.11,12,-1.89,4
NY-045,"Jefferson County",1.78,20,-1.8,3.58
NY-047,"Kings County",5.85,111,2.5,3.35
NY-049,"Lewis County",1.67,8,-2.41,4.08
NY-051,"Livingston County",0.98,10,-1.76,2.74
NY-053,"Madison County",1.62,13,-1.84,3.46
NY-055,"Monroe County",1.25,15,-1.52,2.77
NY-057,"Montgomery County",2.56,46,-0.57,3.13
NY-059,"Nassau County",5.2,103,1.76,3.44
NY-061,"New York County",5.61,109,2.2,3.41
NY-063,"Niagara County",2.8,64,0.06,2.74
NY-065,"Oneida County",1.82,11,-2.03,3.85
NY-067,"Onondaga County",1.07,6,-2.33,3.4
NY-069,"Ontario County",0.7,5,-2.14,2.84
NY-071,"Orange County",5.1,103,1.73,3.37
NY-073,"Orleans County",1.97,39,-0.8,2.77
NY-075,"Oswego County",1.12,7,-2.63,3.75
NY-077,"Otsego County",2.05,23,-1.37,3.42
NY-079,"Putnam County",4.03,74,0.34,3.69
NY-081,"Queens County",5.66,109,2.28,3.38
NY-083,"Rensselaer County",2.94,61,-0.17,3.11
NY-085,"Richmond County",6.28,115,2.9,3.38
NY-087,"Rockland County",4.6,89,0.93,3.67
NY-089,"St. Lawrence County",1.71,16,-1.73,3.44
NY-091,"Saratoga County",2.76,51,-0.49,3.25
NY-093,"Schenectady County",3.01,67,-0.02,3.03
NY-095,"Schoharie County",2.62,48,-0.61,3.23
NY-097,"Schuyler County",0.56,4,-2.21,2.77
NY-099,"Seneca County",0.66,4,-2.26,2.92
NY-101,"Steuben County",0.64,4,-2.13,2.77
NY-103,"Suffolk County",5.26,102,1.82,3.44
NY-105,"Sullivan County",5.13,97,1.5,3.63
NY-107,"Tioga County",1.22,12,-1.85,3.07
NY-109,"Tompkins County",0.84,5,-2.28,3.12
NY-111,"Ulster County",4.03,75,0.28,3.75
NY-113,"Warren County",2.56,42,-0.8,3.36
NY-115,"Washington County",2.53,47,-0.51,3.04
NY-117,"Wayne County",0.84,6,-2.31,3.15
NY-119,"Westchester County",3.92,73,0.25,3.67
NY-121,"Wyoming County",1.94,25,-1.23,3.17
NY-123,"Yates County",0.46,3,-2.26,2.72
NC-001,"Alamance County",2.99,73,-0.09,3.08
NC-003,"Alexander County",2.92,62,-0.51,3.43
NC-005,"Alleghany County",3.12,59,-0.79,3.91
NC-007,"Anson County",2.56,67,-0.47,3.03
NC-009,"Ashe County",2.55,46,-1.09,3.64
NC-011,"Avery County",2.91,50,-1.14,4.05
NC-013,"Beaufort County",2.54,57,-0.68,3.22
NC-015,"Bertie County",3.55,85,0.49,3.06
NC-017,"Bladen County",0.94,20,-1.92,2.86
NC-019,"Brunswick County",1.73,40,-1.51,3.24
NC-021,"Buncombe County",1.41,23,-2.12,3.53
NC-023,"Burke County",2.96,54,-0.84,3.8
NC-025,"Cabarrus County",1.98,43,-1.3,3.28
NC-027,"Caldwell County",2.97,57,-0.81,3.78
NC-029,"Camden County",1.46,23,-1.73,3.19
NC-031,"Carteret County",1.89,29,-1.84,3.73
NC-033,"Caswell County",3.04,74,0.05,2.99
NC-035,"Catawba County",2.68,60,-0.79,3.47
NC-037,"Chatham County",3.11,74,0.07,3.04
NC-039,"Cherokee County",1.18,14,-2.35,3.53
NC-041,"Chowan County",2.53,54,-0.61,3.14
NC-043,"Clay County",1.13,13,-2.78,3.91
NC-045,"Cleveland County",3.17,68,-0.45,3.62
NC-047,"Columbus County",1.41,32,-1.55,2.96
NC-049,"Craven County",1.86,33,-1.36,3.22
NC-051,"Cumberland County",0.83,12,-1.99,2.82
NC-053,"Currituck County",1.45,25,-1.76,3.21
NC-055,"Dare County",2.31,41,-1.35,3.66
NC-057,"Davidson County",2.23,50,-0.94,3.17
NC-059,"Davie County",3.01,68,-0.26,3.27
NC-061,"Duplin County",1.89,45,-0.99,2.88
NC-063,"Durham County",3.02,73,0.07,2.95
NC-065,"Edgecombe County",2.26,52,-0.68,2.94
NC-067,"Forsyth County",2.43,55,-0.78,3.21
NC-069,"Franklin County",2.94,71,-0.03,2.97
NC-071,"Gaston County",1.53,32,-1.9,3.43
NC-073,"Gates County",2.81,63,-0.31,3.12
NC-075,"Graham County",1.4,15,-2.48,3.88
NC-077,"Granville County",3.62,89,0.63,2.99
NC-079,"Greene County",1.88,40,-0.99,2.87
NC-081,"Guilford County",2.16,47,-0.92,3.08
NC-083,"Halifax County",3.93,95,0.99,2.94
NC-085,"Harnett County",1.92,46,-1.01,2.93
NC-087,"Haywood County",1.43,14,-2.67,4.1
NC-089,"Henderson County",1.08,13,-3.58,4.66
NC-091,"Hertford County",4.13,93,1.05,3.08
NC-093,"Hoke County",0.78,12,-2.16,2.94
NC-095,"Hyde County",2.22,41,-1.28,3.5
NC-097,"Iredell County",3.25,73,-0.12,3.37
NC-099,"Jackson County",1.39,15,-3.06,4.45
NC-101,"Johnston County",1.81,43,-1.09,2.9
NC-103,"Jones County",1.74,33,-1.35,3.09
NC-105,"Lee County",2.61,67,-0.42,3.03
NC-107,"Lenoir County",2.33,61,-0.54,2.87
NC-109,"Lincoln County",2.43,56,-1.08,3.51
NC-111,"McDowell County",2.58,38,-1.71,4.29
NC-113,"Macon County",1.43,15,-2.88,4.31
NC-115,"Madison County",1.83,32,-1.28,3.11
NC-117,"Martin County",3.06,76,0.04,3.02
NC-119,"Mecklenburg County",1.13,22,-2.14,3.27
NC-121,"Mitchell County",2.19,35,-1.42,3.61
NC-123,"Montgomery County",2.33,57,-0.82,3.15
NC-125,"Moore County",1.76,39,-1.39,3.15
NC-127,"Nash County",2.05,49,-0.89,2.94
NC-129,"New Hanover County",0.86,11,-2.35,3.21
NC-131,"Northampton County",4.44,102,1.49,2.95
NC-133,"Onslow County",1.18,21,-2.01,3.19
NC-135,"Orange County",3.31,76,0.32,2.99
NC-137,"Pamlico County",2.88,61,-0.58,3.46
NC-139,"Pasquotank County",1.43,22,-1.76,3.19
NC-141,"Pender County",1.08,18,-1.94,3.02
NC-143,"Perquimans County",1.93,35,-1.25,3.18
NC-145,"Person County",3.5,83,0.53,2.97
NC-147,"Pitt County",1.97,45,-0.98,2.95
NC-149,"Polk County",1.48,18,-2.95,4.43
NC-151,"Randolph County",2.14,52,-0.92,3.06
NC-153,"Richmond County",2.18,48,-0.9,3.08
NC-155,"Robeson County",0.71,10,-2.01,2.72
NC-157,"Rockingham County",3.03,68,-0.11,3.14
NC-159,"Rowan County",2.64,58,-0.64,3.28
NC-161,"Rutherford County",2.39,41,-1.47,3.86
NC-163,"Sampson County",1.71,44,-1.13,2.84
NC-165,"Scotland County",1.44,34,-1.48,2.92
NC-167,"Stanly County",2.22,52,-0.95,3.17
NC-169,"Stokes County",3.09,66,-0.32,3.41
NC-171,"Surry County",3.51,72,-0.03,3.54
NC-173,"Swain County",1.56,16,-2.44,4
NC-175,"Transylvania County",0.99,10,-4.28,5.27
NC-177,"Tyrrell County",2.1,40,-1.27,3.37
NC-179,"Union County",1.86,47,-1.22,3.08
NC-181,"Vance County",3.6,85,0.6,3
NC-183,"Wake County",2.58,60,-0.38,2.96
NC-185,"Warren County",3.62,87,0.66,2.96
NC-187,"Washington County",2.39,54,-0.8,3.19
NC-189,"Watauga County",2.91,50,-0.83,3.74
NC-191,"Wayne County",1.87,43,-0.99,2.86
NC-193,"Wilkes County",3.06,63,-0.62,3.68
NC-195,"Wilson County",1.2,20,-1.65,2.85
NC-197,"Yadkin County",3.35,75,0.0,3.35
NC-199,"Yancey County",1.96,28,-1.73,3.69
ND-001,"Adams County",0.24,21,-0.69,0.93
ND-003,"Barnes County",0.18,8,-1.15,1.33
ND-005,"Benson County",1.22,85,0.14,1.08
ND-007,"Billings County",0.73,69,-0.17,0.9
ND-009,"Bottineau County",1.12,81,0.15,0.97
ND-011,"Bowman County",0.9,80,0.0,0.9
ND-013,"Burke County",1.05,78,0.08,0.97
ND-015,"Burleigh County",0.39,29,-0.64,1.03
ND-017,"Cass County",0.18,10,-1.24,1.42
ND-019,"Cavalier County",1.06,68,-0.16,1.22
ND-021,"Dickey County",0.15,9,-1.18,1.33
ND-023,"Divide County",1.1,85,0.27,0.83
ND-025,"Dunn County",0.98,83,0.03,0.95
ND-027,"Eddy County",0.1,8,-1.07,1.17
ND-029,"Emmons County",0.21,16,-0.91,1.12
ND-031,"Foster County",0.08,5,-1.12,1.2
ND-033,"Golden Valley County",1.15,96,0.27,0.88
ND-035,"Grand Forks County",0.2,10,-1.13,1.33
ND-037,"Grant County",0.3,23,-0.68,0.98
ND-039,"Griggs County",0.13,7,-1.11,1.24
ND-041,"Hettinger County",0.28,25,-0.65,0.93
ND-043,"Kidder County",0.18,13,-0.94,1.12
ND-045,"LaMoure County",0.19,10,-1.12,1.31
ND-047,"Logan County",0.14,11,-1.02,1.16
ND-049,"McHenry County",1.12,84,0.14,0.98
ND-051,"McIntosh County",0.12,9,-1.06,1.18
ND-053,"McKenzie County",1.41,100,0.51,0.9
ND-055,"McLean County",0.7,67,-0.22,0.92
ND-057,"Mercer County",0.67,63,-0.24,0.91
ND-059,"Morton County",0.42,34,-0.54,0.96
ND-061,"Mountrail County",0.87,74,-0.02,0.89
ND-063,"Nelson County",0.23,14,-1.02,1.25
ND-065,"Oliver County",0.54,44,-0.45,0.99
ND-067,"Pembina County",0.85,51,-0.42,1.27
ND-069,"Pierce County",1.41,97,0.4,1.01
ND-071,"Ramsey County",0.89,61,-0.25,1.14
ND-073,"Ransom County",0.16,8,-1.24,1.4
ND-075,"Renville County",1.01,77,0.06,0.95
ND-077,"Richland County",0.26,15,-1.17,1.43
ND-079,"Rolette County",1.34,87,0.3,1.04
ND-081,"Sargent County",0.2,11,-1.19,1.39
ND-083,"Sheridan County",0.72,61,-0.34,1.06
ND-085,"Sioux County",0.27,21,-0.79,1.06
ND-087,"Slope County",0.82,71,-0.1,0.92
ND-089,"Stark County",0.43,37,-0.53,0.96
ND-091,"Steele County",0.15,9,-1.16,1.31
ND-093,"Stutsman County",0.15,11,-1.06,1.21
ND-095,"Towner County",1.18,82,0.08,1.1
ND-097,"Traill County",0.15,6,-1.23,1.38
ND-099,"Walsh County",0.59,40,-0.68,1.27
ND-101,"Ward County",0.92,75,-0.04,0.96
ND-103,"Wells County",0.43,32,-0.72,1.15
ND-105,"Williams County",1.29,100,0.47,0.82
OH-001,"Adams County",0.84,12,-1.68,2.52
OH-003,"Allen County",0.64,6,-1.83,2.47
OH-005,"Ashland County",1.55,31,-0.89,2.44
OH-007,"Ashtabula County",3.34,61,-0.07,3.41
OH-009,"Athens County",1.68,38,-0.84,2.52
OH-011,"Auglaize County",0.55,6,-1.95,2.5
OH-013,"Belmont County",2.33,55,-0.31,2.64
OH-015,"Brown County",0.84,12,-1.76,2.6
OH-017,"Butler County",0.85,10,-1.9,2.75
OH-019,"Carroll County",1.78,38,-0.8,2.58
OH-021,"Champaign County",0.96,13,-1.58,2.54
OH-023,"Clark County",1.0,12,-1.54,2.54
OH-025,"Clermont County",1.0,14,-1.59,2.59
OH-027,"Clinton County",0.81,10,-1.84,2.65
OH-029,"Columbiana County",2.08,50,-0.5,2.58
OH-031,"Coshocton County",1.33,25,-1.14,2.47
OH-033,"Crawford County",1.38,22,-1.15,2.53
OH-035,"Cuyahoga County",2.79,66,-0.03,2.82
OH-037,"Darke County",0.42,4,-2.2,2.62
OH-039,"Defiance County",1.21,22,-1.19,2.4
OH-041,"Delaware County",0.92,11,-1.47,2.39
OH-043,"Erie County",1.31,22,-1.07,2.38
OH-045,"Fairfield County",0.86,9,-1.58,2.44
OH-047,"Fayette County",0.56,6,-1.83,2.39
OH-049,"Franklin County",0.79,9,-1.55,2.34
OH-051,"Fulton County",0.92,14,-1.47,2.39
OH-053,"Gallia County",1.57,31,-0.94,2.51
OH-055,"Geauga County",2.7,50,-0.47,3.17
OH-057,"Greene County",0.9,11,-1.69,2.59
OH-059,"Guernsey County",1.55,30,-0.98,2.53
OH-061,"Hamilton County",0.95,12,-1.71,2.66
OH-063,"Hancock County",0.86,13,-1.6,2.46
OH-065,"Hardin County",0.97,15,-1.49,2.46
OH-067,"Harrison County",1.82,38,-0.76,2.58
OH-069,"Henry County",0.98,16,-1.4,2.38
OH-071,"Highland County",0.73,8,-1.88,2.61
OH-073,"Hocking County",1.0,15,-1.45,2.45
OH-075,"Holmes County",1.53,33,-0.95,2.48
OH-077,"Huron County",1.37,21,-1.09,2.46
OH-079,"Jackson County",1.3,26,-1.19,2.49
OH-081,"Jefferson County",2.0,46,-0.57,2.57
OH-083,"Knox County",1.19,17,-1.33,2.52
OH-085,"Lake County",3.11,56,-0.15,3.26
OH-087,"Lawrence County",1.2,20,-1.35,2.55
OH-089,"Licking County",1.08,14,-1.42,2.5
OH-091,"Logan County",0.85,11,-1.66,2.51
OH-093,"Lorain County",1.97,46,-0.53,2.5
OH-095,"Lucas County",0.88,14,-1.45,2.33
OH-097,"Madison County",0.88,15,-1.46,2.34
OH-099,"Mahoning County",1.72,35,-0.95,2.67
OH-101,"Marion County",1.09,19,-1.37,2.46
OH-103,"Medina County",2.01,41,-0.59,2.6
OH-105,"Meigs County",1.82,42,-0.76,2.58
OH-107,"Mercer County",0.64,8,-1.87,2.51
OH-109,"Miami County",0.63,7,-1.95,2.58
